"","pgID","interpChr","interpOrd","og","repGene","genome","chr","start","end","hap1","salicifolius","hap2"
"1213",41546,"A4",31031,16969,"NChap1_final_00031031","hap1","A4",3912269,3914368,"NChap1_final_00031031","R_salicifolius_00014427",""
"1214",41555,"A4",31039,16970,"NChap1_final_00031039","hap1","A4",4023281,4027638,"NChap1_final_00031039","R_salicifolius_00014421",""
"1215",41629,"A4",31099,16973,"NChap1_final_00031099","hap1","A4",4697315,4700518,"NChap1_final_00031099","R_salicifolius_00014374",""
"1216",41640,"A4",31108,16971,"NChap1_final_00031108","hap1","A4",4776234,4794287,"NChap1_final_00031108","R_salicifolius_00014371",""
"1217",41681,"A4",31142,16972,"NChap1_final_00031142","hap1","A4",5154926,5165839,"NChap1_final_00031142","R_salicifolius_00014587",""
"1218",41726,"A4",31185,16975,"NChap1_final_00031185","hap1","A4",5746837,5747920,"NChap1_final_00031185","R_salicifolius_00014562",""
"1219",41771,"A4",31223,16974,"NChap1_final_00031223","hap1","A4",6252850,6255338,"NChap1_final_00031223","R_salicifolius_00014536",""
"1220",41793,"A4",31237,16976,"NChap1_final_00031237","hap1","A4",6443261,6449493,"NChap1_final_00031237","R_salicifolius_00014527",""
"1221",41835,"A4",31269,16981,"NChap1_final_00031269","hap1","A4",6866233,6867977,"NChap1_final_00031269","R_salicifolius_00014103",""
"1222",41895,"A4",31317,16985,"NChap1_final_00031317","hap1","A4",7344665,7346514,"NChap1_final_00031317","R_salicifolius_00015459",""
"1223",41896,"A4",31318,16986,"NChap1_final_00031318","hap1","A4",7349757,7354638,"NChap1_final_00031318","R_salicifolius_00015458",""
"1224",41897,"A4",31319,16987,"NChap1_final_00031319","hap1","A4",7354706,7356497,"NChap1_final_00031319","R_salicifolius_00015457",""
"1225",41928,"A4",31341,16979,"NChap1_final_00031341","hap1","A4",7654393,7656726,"NChap1_final_00031341","R_salicifolius_00015437",""
"1226",41931,"A4",31343,16980,"NChap1_final_00031343","hap1","A4",7671867,7672511,"NChap1_final_00031343","R_salicifolius_00015435",""
"1227",41944,"A4",31355,16982,"NChap1_final_00031355","hap1","A4",7868047,7869613,"NChap1_final_00031355","R_salicifolius_00015427",""
"1228",41969,"A4",31378,16983,"NChap1_final_00031378","hap1","A4",8117616,8118221,"NChap1_final_00031378","R_salicifolius_00015411",""
"1229",41979,"A4",31388,16988,"NChap1_final_00031388","hap1","A4",8279738,8282387,"NChap1_final_00031388","R_salicifolius_00015274",""
"1230",41981,"A4",31389,16989,"NChap1_final_00031389","hap1","A4",8282936,8284937,"NChap1_final_00031389","R_salicifolius_00015275",""
"1231",41991,"A4",31398,16984,"NChap1_final_00031398","hap1","A4",8336210,8337297,"NChap1_final_00031398","R_salicifolius_00015283",""
"1232",42007,"A4",31411,16994,"NChap1_final_00031411","hap1","A4",8524666,8527338,"NChap1_final_00031411","R_salicifolius_00014896",""
"1233",42008,"A4",31412,16995,"NChap1_final_00031412","hap1","A4",8527148,8531633,"NChap1_final_00031412","R_salicifolius_00014895",""
"1234",42066,"A4",31459,16991,"NChap1_final_00031459","hap1","A4",9068228,9072380,"NChap1_final_00031459","R_salicifolius_00015082",""
"1235",42067,"A4",31460,16992,"NChap1_final_00031460","hap1","A4",9073824,9075528,"NChap1_final_00031460","R_salicifolius_00015081",""
"1236",42068,"A4",31461,16993,"NChap1_final_00031461","hap1","A4",9076334,9082067,"NChap1_final_00031461","R_salicifolius_00015080",""
"1237",42087,"A4",31476,16996,"NChap1_final_00031476","hap1","A4",9230846,9232089,"NChap1_final_00031476","R_salicifolius_00015067",""
"1238",42113,"A4",31497,16997,"NChap1_final_00031497","hap1","A4",9572135,9575351,"NChap1_final_00031497","R_salicifolius_00015050",""
"1239",42119,"A4",31502,17000,"NChap1_final_00031502","hap1","A4",9609436,9611761,"NChap1_final_00031502","R_salicifolius_00015047",""
"1240",42122,"A4",31504,17001,"NChap1_final_00031504","hap1","A4",9614011,9618163,"NChap1_final_00031504","R_salicifolius_00015046",""
"1241",42143,"A4",31521,16999,"NChap1_final_00031521","hap1","A4",9818600,9819137,"NChap1_final_00031521","R_salicifolius_00015035",""
"1242",42181,"A4",31552,17002,"NChap1_final_00031552","hap1","A4",10296251,10299398,"NChap1_final_00031552","R_salicifolius_00015015",""
"1243",42199,"A4",31565,17003,"NChap1_final_00031565","hap1","A4",10444822,10448004,"NChap1_final_00031565","R_salicifolius_00015008",""
"1244",42292,"A4",31641,17004,"NChap1_final_00031641","hap1","A4",11444521,11445230,"NChap1_final_00031641","R_salicifolius_00014944",""
"1245",42328,"A4",31665,17005,"NChap1_final_00031665","hap1","A4",11828014,11830202,"NChap1_final_00031665","R_salicifolius_00014331",""
"1246",42507,"A4",31802,17007,"NChap1_final_00031802","hap1","A4",13988597,13989066,"NChap1_final_00031802","R_salicifolius_00014659",""
"1247",42510,"A4",31805,17006,"NChap1_final_00031805","hap1","A4",14000216,14023140,"NChap1_final_00031805","R_salicifolius_00014662",""
"1248",42562,"A4",31854,17011,"NChap1_final_00031854","hap1","A4",14759407,14762556,"NChap1_final_00031854","R_salicifolius_00014688",""
"1249",42569,"A4",31861,17009,"NChap1_final_00031861","hap1","A4",14811484,14813150,"NChap1_final_00031861","R_salicifolius_00014693",""
"1250",42605,"A4",31888,17010,"NChap1_final_00031888","hap1","A4",15330658,15333260,"NChap1_final_00031888","R_salicifolius_00014708",""
"1251",42659,"A4",31925,17012,"NChap1_final_00031925","hap1","A4",15861583,15864308,"NChap1_final_00031925","R_salicifolius_00014731",""
"1252",42691,"A4",31950,17013,"NChap1_final_00031950","hap1","A4",16385570,16387585,"NChap1_final_00031950","R_salicifolius_00014743",""
"1253",42747,"A4",31995,17014,"NChap1_final_00031995","hap1","A4",17425315,17427132,"NChap1_final_00031995","R_salicifolius_00014769",""
"1254",42766,"A4",32011,17016,"NChap1_final_00032011","hap1","A4",17680654,17683358,"NChap1_final_00032011","R_salicifolius_00014782",""
"1255",42775,"A4",32019,17015,"NChap1_final_00032019","hap1","A4",17837185,17837854,"NChap1_final_00032019","R_salicifolius_00014787",""
"1256",42779,"A4",32023,17018,"NChap1_final_00032023","hap1","A4",17891092,17892507,"NChap1_final_00032023","R_salicifolius_00014790",""
"1257",42781,"A4",32025,17019,"NChap1_final_00032025","hap1","A4",17914824,17916347,"NChap1_final_00032025","R_salicifolius_00014793",""
"1258",42828,"A4",32062,17017,"NChap1_final_00032062","hap1","A4",18891578,18894910,"NChap1_final_00032062","R_salicifolius_00014817",""
"1259",42873,"A4",32100,17021,"NChap1_final_00032100","hap1","A4",19494108,19495142,"NChap1_final_00032100","R_salicifolius_00014835",""
"1260",42877,"A4",32104,17022,"NChap1_final_00032104","hap1","A4",19518640,19520110,"NChap1_final_00032104","R_salicifolius_00014838",""
"1261",42885,"A4",32111,17020,"NChap1_final_00032111","hap1","A4",19679169,19679748,"NChap1_final_00032111","R_salicifolius_00014842",""
"1262",42899,"A4",32123,17024,"NChap1_final_00032123","hap1","A4",19794822,19796572,"NChap1_final_00032123","R_salicifolius_00014850",""
"1263",42925,"A4",32146,17023,"NChap1_final_00032146","hap1","A4",20126302,20126848,"NChap1_final_00032146","R_salicifolius_00014862",""
"1264",42982,"A4",32191,17025,"NChap1_final_00032191","hap1","A4",20845914,20848280,"NChap1_final_00032191","R_salicifolius_00014248",""
"1265",43019,"A4",32222,17026,"NChap1_final_00032222","hap1","A4",21393725,21396783,"NChap1_final_00032222","R_salicifolius_00014222",""
"1266",43039,"A4",32235,17029,"NChap1_final_00032235","hap1","A4",21667494,21671655,"NChap1_final_00032235","R_salicifolius_00014211",""
"1267",43062,"A4",32255,17027,"NChap1_final_00032255","hap1","A4",22132348,22134815,"NChap1_final_00032255","R_salicifolius_00014197",""
"1268",43071,"A4",32262,17028,"NChap1_final_00032262","hap1","A4",22278415,22280837,"NChap1_final_00032262","R_salicifolius_00014194",""
"1269",43118,"A4",32306,17030,"NChap1_final_00032306","hap1","A4",22921894,22923286,"NChap1_final_00032306","R_salicifolius_00014170",""
"1270",43170,"A4",32343,17031,"NChap1_final_00032343","hap1","A4",23742918,23745410,"NChap1_final_00032343","R_salicifolius_00014135",""
"1271",43201,"A4",32367,17032,"NChap1_final_00032367","hap1","A4",24419289,24420598,"NChap1_final_00032367","R_salicifolius_00000626",""
"1272",43204,"A4",32370,17033,"NChap1_final_00032370","hap1","A4",24477627,24478340,"NChap1_final_00032370","R_salicifolius_00000623",""
"1273",43214,"A4",32378,17036,"NChap1_final_00032378","hap1","A4",24586259,24589734,"NChap1_final_00032378","R_salicifolius_00000617",""
"1274",43219,"A4",32383,17034,"NChap1_final_00032383","hap1","A4",24675250,24677285,"NChap1_final_00032383","R_salicifolius_00000614",""
"1275",43232,"A4",32394,17035,"NChap1_final_00032394","hap1","A4",24853232,24857146,"NChap1_final_00032394","R_salicifolius_00000605",""
"1276",43274,"A4",32426,17039,"NChap1_final_00032426","hap1","A4",25925787,25934129,"NChap1_final_00032426","R_salicifolius_00000584",""
"1277",43357,"A4",32490,17038,"NChap1_final_00032490","hap1","A4",27766796,27772055,"NChap1_final_00032490","R_salicifolius_00000318",""
"1278",43441,"A4",32567,17041,"NChap1_final_00032567","hap1","A4",29368898,29369249,"NChap1_final_00032567","R_salicifolius_00000742",""
"1279",43471,"A4",32592,17040,"NChap1_final_00032592","hap1","A4",29694056,29695433,"NChap1_final_00032592","R_salicifolius_00000729",""
"1280",43531,"A4",32642,17042,"NChap1_final_00032642","hap1","A4",30688191,30690108,"NChap1_final_00032642","R_salicifolius_00000056",""
"1281",43554,"A4",32658,17048,"NChap1_final_00032658","hap1","A4",31163750,31165377,"NChap1_final_00032658","R_salicifolius_00000069",""
"1282",43556,"A4",32659,17049,"NChap1_final_00032659","hap1","A4",31165812,31167886,"NChap1_final_00032659","R_salicifolius_00000070",""
"1283",43561,"A4",32664,17043,"NChap1_final_00032664","hap1","A4",31309436,31310558,"NChap1_final_00032664","R_salicifolius_00000073",""
"1284",43563,"A4",32665,17044,"NChap1_final_00032665","hap1","A4",31311171,31315607,"NChap1_final_00032665","R_salicifolius_00000074",""
"1285",43573,"A4",32674,17046,"NChap1_final_00032674","hap1","A4",31478647,31480992,"NChap1_final_00032674","R_salicifolius_00000082",""
"1286",43574,"A4",32675,17047,"NChap1_final_00032675","hap1","A4",31481017,31481497,"NChap1_final_00032675","R_salicifolius_00000081",""
"1287",43580,"A4",32680,17045,"NChap1_final_00032680","hap1","A4",31570290,31575670,"NChap1_final_00032680","R_salicifolius_00000086",""
"1288",43681,"A4",32761,17050,"NChap1_final_00032761","hap1","A4",33161302,33162757,"NChap1_final_00032761","R_salicifolius_00000140",""
"1289",43695,"A4",32769,17051,"NChap1_final_00032769","hap1","A4",33252285,33254252,"NChap1_final_00032769","R_salicifolius_00000151",""
"1290",43771,"A4",32834,17052,"NChap1_final_00032834","hap1","A4",34465845,34472671,"NChap1_final_00032834","R_salicifolius_00000194",""
"1291",43853,"A4",32896,17053,"NChap1_final_00032896","hap1","A4",35785528,35787428,"NChap1_final_00032896","R_salicifolius_00000244",""
"1292",43871,"A4",32911,17054,"NChap1_final_00032911","hap1","A4",36052869,36054728,"NChap1_final_00032911","R_salicifolius_00000253",""
"1293",44020,"A4",33034,17055,"NChap1_final_00033034","hap1","A4",38742722,38744708,"NChap1_final_00033034","R_salicifolius_00000806",""
"1294",44035,"A4",33044,17058,"NChap1_final_00033044","hap1","A4",39281716,39282938,"NChap1_final_00033044","R_salicifolius_00000821",""
"1295",44036,"A4",33044.7142857143,17057,"NChap1_final_00033049","hap1","A4",39420614,39423671,"NChap1_final_00033049","R_salicifolius_00000816",""
"1296",44062,"A4",33064,17056,"NChap1_final_00033064","hap1","A4",39948752,39949543,"NChap1_final_00033064","R_salicifolius_00000835",""
"1297",44132,"A4",33116,17063,"NChap1_final_00033116","hap1","A4",41511537,41517348,"NChap1_final_00033116","R_salicifolius_00000867",""
"1298",44146,"A4",33125,17059,"NChap1_final_00033125","hap1","A4",41840076,41902164,"NChap1_final_00033125","R_salicifolius_00000875",""
"1299",44156,"A4",33133,17060,"NChap1_final_00033133","hap1","A4",42174183,42175895,"NChap1_final_00033133","R_salicifolius_00000885",""
"1300",44160,"A4",33135,17064,"NChap1_final_00033135","hap1","A4",42195523,42196159,"NChap1_final_00033135","R_salicifolius_00000888",""
"1301",44209,"A4",33177,17066,"NChap1_final_00033177","hap1","A4",44322852,44326698,"NChap1_final_00033177","R_salicifolius_00000911",""
"1302",44214,"A4",33180,17067,"NChap1_final_00033180","hap1","A4",44446224,44450464,"NChap1_final_00033180","R_salicifolius_00000914",""
"1303",44267,"A4",33231,17068,"NChap1_final_00033231","hap1","A4",45844454,45847558,"NChap1_final_00033231","R_salicifolius_00000935",""
"1304",44330,"A4",33288,17070,"NChap1_final_00033288","hap1","A4",47993172,47996008,"NChap1_final_00033288","R_salicifolius_00000965",""
"1305",44370,"A4",33329,17069,"NChap1_final_00033329","hap1","A4",48956809,48959695,"NChap1_final_00033329","R_salicifolius_00000986",""
"1306",44392,"A4",33351,17071,"NChap1_final_00033351","hap1","A4",49563619,49564520,"NChap1_final_00033351","R_salicifolius_00000345",""
"1307",44393,"A4",33352,17072,"NChap1_final_00033352","hap1","A4",49564870,49566941,"NChap1_final_00033352","R_salicifolius_00000346",""
"1308",44832,"A4",33648,17074,"NChap1_final_00033648","hap1","A4",59976638,59978666,"NChap1_final_00033648","R_salicifolius_00001619",""
"1309",45061,"A4",33778,17075,"NChap1_final_00033778","hap1","A4",68541294,68548363,"NChap1_final_00033778","R_salicifolius_00001532",""
"1310",45181,"A4",33869,17076,"NChap1_final_00033869","hap1","A4",74520037,74523064,"NChap1_final_00033869","R_salicifolius_00005277",""
"1311",45329,"A4",33912.0454545455,17691,"NChap1_final_00028696","hap1","A2",276466900,276469906,"NChap1_final_00028696","R_salicifolius_00005217",""
"1312",45383,"A4",33944,17077,"NChap1_final_00033944","hap1","A4",79722916,79724312,"NChap1_final_00033944","R_salicifolius_00005744",""
"1313",45472,"A4",34013,17078,"NChap1_final_00034013","hap1","A4",83921336,83986610,"NChap1_final_00034013","R_salicifolius_00002903",""
"1314",45512,"A4",34047,17079,"NChap1_final_00034047","hap1","A4",86502888,86525022,"NChap1_final_00034047","R_salicifolius_00002890",""
"1315",45580,"A4",34085,17080,"NChap1_final_00034085","hap1","A4",88429704,88432187,"NChap1_final_00034085","R_salicifolius_00002853",""
"1316",45651,"A4",34144,17081,"NChap1_final_00034144","hap1","A4",93637784,93640753,"NChap1_final_00034144","R_salicifolius_00004479",""
"1317",45817,"A4",34250,17083,"NChap1_final_00034250","hap1","A4",101629452,101712475,"NChap1_final_00034250","R_salicifolius_00002604",""
"1318",45822,"A4",34253,17082,"NChap1_final_00034253","hap1","A4",102366906,102403973,"NChap1_final_00034253","R_salicifolius_00002602",""
"1319",45838,"A4",34265,17084,"NChap1_final_00034265","hap1","A4",103396771,103398563,"NChap1_final_00034265","R_salicifolius_00002598",""
"1320",45951,"A4",34348,17085,"NChap1_final_00034348","hap1","A4",109507443,109509860,"NChap1_final_00034348","R_salicifolius_00002566",""
"1321",46019,"A4",34388,17086,"NChap1_final_00034388","hap1","A4",113509521,113519148,"NChap1_final_00034388","R_salicifolius_00002539",""
"1322",46056,"A4",34416,17087,"NChap1_final_00034416","hap1","A4",115760858,115765164,"NChap1_final_00034416","R_salicifolius_00002530",""
"1323",46058,"A4",34417,17088,"NChap1_final_00034417","hap1","A4",115765777,115767045,"NChap1_final_00034417","R_salicifolius_00002529",""
"1324",46122,"A4",34468,17089,"NChap1_final_00034468","hap1","A4",120088337,120090715,"NChap1_final_00034468","R_salicifolius_00002518",""
"1325",46145,"A4",34485,17090,"NChap1_final_00034485","hap1","A4",121260467,121262560,"NChap1_final_00034485","R_salicifolius_00002514",""
"1326",46184,"A4",34511,17091,"NChap1_final_00034511","hap1","A4",123435445,123437471,"NChap1_final_00034511","R_salicifolius_00002497",""
"1327",46396,"A4",34683,17094,"NChap1_final_00034683","hap1","A4",132132684,132133994,"NChap1_final_00034683","R_salicifolius_00003343",""
"1328",46516,"A4",34778,17096,"NChap1_final_00034778","hap1","A4",137206555,137208607,"NChap1_final_00034778","R_salicifolius_00003319",""
"1329",46537,"A4",34794,17097,"NChap1_final_00034794","hap1","A4",138022303,138023741,"NChap1_final_00034794","R_salicifolius_00003299",""
"1330",46576,"A4",34822,17099,"NChap1_final_00034822","hap1","A4",139775043,139787460,"NChap1_final_00034822","R_salicifolius_00003188",""
"1331",46637,"A4",34871,17100,"NChap1_final_00034871","hap1","A4",142469360,142472624,"NChap1_final_00034871","R_salicifolius_00003203",""
"1332",46644,"A4",34877,17101,"NChap1_final_00034877","hap1","A4",142505613,142510914,"NChap1_final_00034877","R_salicifolius_00003206",""
"1333",46707,"A4",34934,17103,"NChap1_final_00034934","hap1","A4",144706235,144708622,"NChap1_final_00034934","R_salicifolius_00003232",""
"1334",46754,"A4",34974,17105,"NChap1_final_00034974","hap1","A4",146853924,146855660,"NChap1_final_00034974","R_salicifolius_00003238",""
"1335",46763,"A4",34983,17104,"NChap1_final_00034983","hap1","A4",147024094,147025441,"NChap1_final_00034983","R_salicifolius_00003242",""
"1336",47009,"A4",35206,17107,"NChap1_final_00035206","hap1","A4",160475197,160491141,"NChap1_final_00035206","R_salicifolius_00003144",""
"1337",47202,"scaffold_5",35350,17824,"NChap1_final_00035337","hap1","scaffold_5",225797,226925,"NChap1_final_00035337","R_salicifolius_00023405",""
"1338",47216,"scaffold_5",35360,17825,"NChap1_final_00035347","hap1","scaffold_5",361979,364655,"NChap1_final_00035347|NChap1_final_00000963","R_salicifolius_00023397",""
"1339",47280,"scaffold_12",35422,17822,"NChap1_final_00035488","hap1","scaffold_12",394364,395111,"NChap1_final_00035488","R_salicifolius_00023915",""
